skill,num,meansal,cumul,id
Business Writing,31,61176,92.29786150846448,specialized
Collective Bargaining,31,42994.73846153846,92.30599664622385,specialized
Concrete Mixing,31,36910.044444444444,92.31413178398323,specialized
Confidentiality Agreements,31,96352.94117647059,92.3222669217426,specialized
Digital Video,31,55174.2,92.33040205950198,specialized
Federal Home Loan Mortgage Corp (FHLMC),31,78053.33333333333,92.33853719726135,specialized
Food Delivery,31,37119,92.34667233502071,specialized
Health and Safety Compliance,31,37279.26666666667,92.3548074727801,specialized
Information gathering,31,49000,92.36294261053946,specialized
ISO 9000,31,41660,92.37107774829884,specialized
Litigation,31,54277.454545454544,92.37921288605821,specialized
Management Training,31,37667.705882352944,92.38734802381758,specialized
Notary Public,31,47895.125,92.39548316157696,specialized
Oil Refining,31,NaN,92.40361829933633,specialized
Retail Buying,31,46500,92.4117534370957,specialized
Shipping Records Maintenance,31,50000,92.41988857485508,specialized
Treatment Administration,31,40626.15789473684,92.42802371261445,specialized
Video Conferencing,31,60799.11111111111,92.43615885037383,specialized
Wire Cutters,31,32045.45882352941,92.4442939881332,specialized
Agronomy,30,45775.92307692308,92.45216670209388,specialized
Aluminum Welding,30,45257.142857142855,92.46003941605456,specialized
Apache Tomcat,30,86799.88888888889,92.46791213001525,specialized
Automotive Painting,30,41189.22666666667,92.47578484397593,specialized
Benefits Analysis,30,63003.6,92.48365755793661,specialized
Compliance Training,30,54024,92.4915302718973,specialized
Computer Forensics,30,94285.71428571429,92.49940298585798,specialized
Contract Implementation,30,86943.77777777778,92.50727569981866,specialized
Cutting Torch,30,41098.775,92.51514841377934,specialized
Data Science,30,77400,92.52302112774004,specialized
Equipment / Instrument Sterilization,30,35270.28571428572,92.53089384170072,specialized
Ergonomics,30,22000,92.5387665556614,specialized
Foreign Military Sales,30,83398,92.54663926962208,specialized
Geopak,30,61698.666666666664,92.55451198358277,specialized
Home Building,30,49875,92.56238469754345,specialized
Layout Design,30,28000,92.57025741150413,specialized
Light Rail,30,43276.171428571426,92.57813012546482,specialized
Marketing,30,33880,92.5860028394255,specialized
Microsoft Dynamics,30,86169.375,92.59387555338618,specialized
Microsoft SQL,30,64155.166666666664,92.60174826734686,specialized
MongoDB,30,85000,92.60962098130756,specialized
Object-Oriented Analysis and Design (OOAD),30,102137.14285714286,92.61749369526824,specialized
Performance tuning,30,126400,92.62536640922892,specialized
Statistical Process Control (SPC),30,64000,92.6332391231896,specialized
Store Merchandising,30,32145.533333333333,92.64111183715029,specialized
Swimming Pool Repair,30,37975,92.64898455111097,specialized
Test Lamps,30,38302.666666666664,92.65685726507165,specialized
Transmission Repair,30,50717.5125,92.66472997903234,specialized
Vendor Managed Inventory (VMI),30,41194.28571428572,92.67260269299302,specialized
Billing Inquiries,29,44670,92.68021298315502,specialized
Bug tracking,29,43485.71428571428,92.68782327331701,specialized
Conduit Installation,29,48706.276923076926,92.695433563479,specialized
Dispensing Systems,29,31460.18181818182,92.703043853641,specialized
Eclipse,29,41933.333333333336,92.710654143803,specialized
Emissions Monitoring,29,72854.88,92.71826443396499,specialized
Employee Engagement,29,43289.08,92.72587472412698,specialized
Energy Management System,29,49426.833333333336,92.73348501428897,specialized
Engineering Consultation,29,49000,92.74109530445097,specialized
Export Administration Regulations,29,NaN,92.74870559461296,specialized
Family Medical Leave Act (FMLA),29,32051.9375,92.75631588477496,specialized
Financial Statements,29,76614.24736842106,92.76392617493696,specialized
Finish Carpentry,29,36838.53333333333,92.77153646509895,specialized
HP Quality Center,29,NaN,92.77914675526094,specialized
Hydrology,29,65173.07727272727,92.78675704542293,specialized
Informatica,29,74968,92.79436733558492,specialized
Leadership Training,29,60259.27777777778,92.80197762574693,specialized
Mediation,29,55372.12857142857,92.80958791590892,specialized
Metadata,29,49343.6,92.81719820607091,specialized
Operational Cost Reductions,29,38000,92.8248084962329,specialized
Order Management Systems,29,50289.8,92.8324187863949,specialized
Payment Schedules,29,69107.14285714286,92.84002907655689,specialized
Pipe Laying,29,29982.4,92.8476393667189,specialized
Pipe Repair,29,46853.683333333334,92.85524965688089,specialized
Reengineering,29,101025.6,92.86285994704288,specialized
Report Writing,29,48502,92.87047023720487,specialized
Site Inspection,29,48350.96363636364,92.87808052736686,specialized
Spray Painting,29,41926.25652173913,92.88569081752885,specialized
Water Distribution System,29,39996.663157894734,92.89330110769086,specialized
Accumulators,28,48725,92.90064897405416,specialized
Adobe Freehand,28,21736,92.90799684041747,specialized
Advanced Technologies,28,54179,92.91534470678077,specialized
Apache Spark,28,NaN,92.92269257314408,specialized
Applicant Tracking System,28,47820,92.93004043950738,specialized
AS9100,28,58520,92.93738830587068,specialized
Aseptic Technique,28,54328,92.94473617223399,specialized
Backend testing,28,106667.33333333333,92.95208403859729,specialized
Battery Testing and Installation,28,48000,92.9594319049606,specialized
Boiler Operation,28,54000,92.9667797713239,specialized
Brand Awareness Generation,28,32250,92.9741276376872,specialized
Commercial Roofing,28,46800,92.98147550405051,specialized
Community Planning,28,42072.8125,92.98882337041381,specialized
Compliance - NERC,28,64900,92.99617123677712,specialized
Data Verification,28,61256,93.00351910314042,specialized
Demand Management,28,75275.68571428572,93.01086696950372,specialized
Design Analysis,28,58551.11666666667,93.01821483586704,specialized
Design of experiments (DOE),28,NaN,93.02556270223035,specialized
Drain Cleaning,28,37208.333333333336,93.03291056859365,specialized
Drywall Installation,28,35843.0625,93.04025843495695,specialized
Emergency Preparedness,28,37466.72,93.04760630132026,specialized
Exchanging Merchandise,28,35790.828571428574,93.05495416768356,specialized
Factory Acceptance Testing,28,51443.333333333336,93.06230203404687,specialized
Financial Operation,28,72732.5294117647,93.06964990041017,specialized
Fixed Assets,28,42165.01818181818,93.07699776677347,specialized
Home Health,28,29577.492857142857,93.08434563313678,specialized
Hydraulic Jacks,28,68950.27692307692,93.09169349950008,specialized
Integrated Master Plan,28,74600,93.09904136586339,specialized
Invoice Approval,28,57520.8125,93.10638923222669,specialized
Invoice Reconciliation,28,58210.925,93.11373709859,specialized
Load Runner,28,93000,93.1210849649533,specialized
Logistics Analysis,28,34000,93.1284328313166,specialized
Patient Safety,28,48839.97142857143,93.1357806976799,specialized
Pipeline (Computing),28,117117.66666666667,93.14312856404321,specialized
Providing Warranties,28,29760,93.15047643040653,specialized
Regulatory Compliance,28,72001.15384615384,93.15782429676983,specialized
Spark Plug Replacement,28,77848.28333333334,93.16517216313314,specialized
Taking Messages,28,31233.7375,93.17252002949644,specialized
Technology Transfer,28,NaN,93.17986789585974,specialized
Teradata DBA,28,38733.666666666664,93.18721576222305,specialized
Accounting Software,27,51188.7375,93.19430120478766,specialized
Analytical Testing,27,38239.28571428572,93.20138664735228,specialized
Apache Kafka,27,126451,93.2084720899169,specialized
Belt Sanders,27,30433.333333333332,93.21555753248151,specialized
Dental Care,27,42960,93.22264297504613,specialized
Document Review,27,76434.7,93.22972841761073,specialized
End-user training,27,54628.333333333336,93.23681386017535,specialized
Energy Consumption,27,45875.84166666667,93.24389930273996,specialized
Energy Services,27,51204.64,93.25098474530458,specialized
Engine Maintenance,27,40738.485714285714,93.2580701878692,specialized
Environmental Engineering,27,44752.31875,93.26515563043381,specialized
Ethernet Cables/Cards,27,42228.57142857143,93.27224107299843,specialized
Federal Information Security Management Act,27,78571.42857142857,93.27932651556304,specialized
Gatekeeper,27,43600,93.28641195812766,specialized
Good Laboratory Practices (GLP),27,37196.333333333336,93.29349740069227,specialized
Google Docs,27,40571.42857142857,93.30058284325689,specialized
Guttering,27,22840,93.3076682858215,specialized
Instrument Calibration,27,67171.11111111111,93.31475372838612,specialized
Intelligence Analysis,27,41632.5,93.32183917095074,specialized
Lightweight Directory Access Protocol (LDAP),27,58000,93.32892461351535,specialized
Microsoft Edge,27,17000,93.33601005607997,specialized
New Product Development,27,67150,93.34309549864459,specialized
Quicktestpro,27,112734,93.3501809412092,specialized
Regional Planning,27,60666.59583333333,93.3572663837738,specialized
Relational DataBase Management System (RDBMS),27,89500,93.36435182633842,specialized
Requirements elicitation,27,NaN,93.37143726890304,specialized
Retail Management,27,42640,93.37852271146765,specialized
Shelving,27,33121.777777777774,93.38560815403227,specialized
Structural Drawings,27,44598.68571428571,93.39269359659689,specialized
Tire Repairs,27,38150.2,93.3997790391615,specialized
Total Quality Management,27,56622.4375,93.40686448172612,specialized
Voltage Testers,27,34581.12,93.41394992429073,specialized
Warehouse Industry Knowledge,27,33250,93.42103536685535,specialized
WebLogic,27,86799.88888888889,93.42812080941997,specialized
Allergies,26,35009.230769230766,93.4349438281859,specialized
Apache Jmeter,26,91750,93.44176684695182,specialized
Chronic Disease,26,38330.833333333336,93.44858986571774,specialized
Circuit Design,26,57604.545454545456,93.45541288448366,specialized
Cisco Telepresence,26,42000,93.46223590324959,specialized
Clinical Research,26,NaN,93.46905892201552,specialized
Coupa,26,75964.4,93.47588194078145,specialized
Cross Sell,26,34166.666666666664,93.48270495954738,specialized
Emergency Lighting,26,32258.076923076922,93.48952797831329,specialized
Environmental Testing,26,47841.333333333336,93.49635099707922,specialized
Finance,26,47908.38461538462,93.50317401584515,specialized
Global System for Mobile Communications (GSM),26,64316.36363636364,93.50999703461108,specialized
Information Systems Management,26,56000,93.516820053377,specialized
International Business,26,79500,93.52364307214293,specialized
IT Management,26,96742.90909090909,93.53046609090885,specialized
Lab Reports,26,37038.8,93.53728910967477,specialized
Materials Evaluation,26,47476.5,93.5441121284407,specialized
OSI model,26,47666.666666666664,93.55093514720663,specialized
Preventive Care,26,135744.44444444444,93.55775816597256,specialized
Public Works,26,29903.833333333332,93.56458118473849,specialized
Rail Operations,26,48082.4,93.57140420350441,specialized
SIPRNet,26,63017,93.57822722227033,specialized
Speech Recognition,26,45750,93.58505024103626,specialized
Storage Systems,26,55640,93.59187325980218,specialized
TypeScript,26,100000,93.59869627856811,specialized
Video Production,26,46431.73333333334,93.60551929733404,specialized
Waterfall,26,95202.5,93.61234231609997,specialized
Watt Meters,26,40108.03636363636,93.61916533486588,specialized
Web Servers,26,65000,93.62598835363181,specialized
Architectural Design,25,58500,93.63254894859905,specialized
Building Information Modeling,25,57405,93.63910954356629,specialized
Chisels,25,34910.22,93.64567013853352,specialized
Claustrophobia,25,42500,93.65223073350076,specialized
Component Design,25,39000,93.658791328468,specialized
Electrical Tools,25,29829.5,93.66535192343524,specialized
Estimating Repair Cost,25,64171.4,93.67191251840246,specialized
High-Performance Liquid Chromatography (HPLC),25,71000,93.6784731133697,specialized
Infectious Disease,25,33476.53333333333,93.68503370833695,specialized
LinkedIn,25,49212.43529411765,93.69159430330417,specialized
MacIntosh OS,25,37852.444444444445,93.69815489827141,specialized
Management Reporting,25,81874.175,93.70471549323865,specialized
New Drug Application (NDA) Review,25,65840,93.71127608820589,specialized
Power Hoists,25,31530,93.71783668317312,specialized
Program Implementation,25,46438.583333333336,93.72439727814036,specialized
Radiology,25,105563.6888888889,93.7309578731076,specialized
Shrink Wrapping,25,24328.88888888889,93.73751846807484,specialized
Six Sigma Black Belt,25,68000,93.74407906304207,specialized
Staff Relations,25,63542.444444444445,93.7506396580093,specialized
Structural Design,25,44285,93.75720025297655,specialized
Trauma,25,49537.92857142857,93.76376084794377,specialized
3PL (Third Party Logistics),24,40155,93.77005901911232,specialized
Acute Care,24,50699.2,93.77635719028088,specialized
Anomaly Detection,24,112572.66666666667,93.78265536144941,specialized
Carbon Steel Welding,24,111260.65454545454,93.78895353261797,specialized
Conduit Running,24,46803.166666666664,93.79525170378652,specialized
Data Integration,24,93800,93.80154987495506,specialized
Data Security,24,79500,93.80784804612361,specialized
DNA,24,39215.8,93.81414621729215,specialized
Drywall Patching,24,36746.666666666664,93.8204443884607,specialized
General Ledger,24,68443.42857142857,93.82674255962925,specialized
Hepatitis A,24,37019.13043478261,93.83304073079779,specialized
Hygiene,24,38000,93.83933890196634,specialized
Industrial Production,24,38060,93.8456370731349,specialized
Instructional Design,24,54518.57142857143,93.85193524430343,specialized
Ion Exchange,24,35660,93.85823341547199,specialized
Machine Guarding,24,NaN,93.86453158664052,specialized
Materials Routing,24,31962.239999999998,93.87082975780908,specialized
Medical Imaging,24,136687.5,93.87712792897763,specialized
Medical Release of Information (ROI),24,NaN,93.88342610014617,specialized
Metering Devices,24,42285,93.88972427131472,specialized
Pallet Jack Operation,24,25337.14285714286,93.89602244248326,specialized
PC Support,24,41291.42857142857,93.90232061365181,specialized
Process Piping,24,78600,93.90861878482036,specialized
Production Schedule Development,24,50054.4,93.9149169559889,specialized
Radiography,24,62934,93.92121512715745,specialized
Responding to Technical Questions,24,89500,93.927513298326,specialized
Supply Chain Inventory Management,24,54066.57142857143,93.93381146949454,specialized
Survey Instruments,24,38465.73333333334,93.9401096406631,specialized
Tivoli,24,NaN,93.94640781183163,specialized
Traffic Analysis,24,54807.13636363636,93.95270598300019,specialized
TSA Regulations,24,46489.230769230766,93.95900415416874,specialized
Universal Serial Bus (USB),24,44936.666666666664,93.96530232533728,specialized
Waterfall Development Process,24,94517.14285714286,93.97160049650583,specialized
Air Filter Replacement,23,38903.57777777778,93.97763624387568,specialized
Business Metrics,23,65333.333333333336,93.98367199124554,specialized
Business-to-Business,23,87506,93.9897077386154,specialized
Commercial Security,23,47000,93.99574348598526,specialized
Compliance Testing,23,80666.66666666667,94.00177923335511,specialized
Corporate Training,23,57488.5,94.00781498072497,specialized
Customer Relationship Management (CRM),23,53660,94.01385072809482,specialized
Data Visualization,23,55420,94.01988647546469,specialized
Document Sorting,23,34100,94.02592222283454,specialized
Embedded Systems,23,100000,94.0319579702044,specialized
Environmental Remediation,23,31000,94.03799371757425,specialized
Environmental Risk Assessment,23,NaN,94.04402946494412,specialized
Final Drawings,23,83000,94.05006521231397,specialized
Financial Tracking,23,74375,94.05610095968383,specialized
Grant Writing,23,54210.708333333336,94.0621367070537,specialized
Grass Cutting,23,39071.762500000004,94.06817245442355,specialized
Handling of Crisis or Emergency Situations,23,43340.114285714284,94.07420820179341,specialized
Highway Design,23,57825.13333333333,94.08024394916326,specialized
HP ALM,23,75360,94.08627969653313,specialized
Human Resource Information System (HRIS),23,45523,94.09231544390298,specialized
ICD-10,23,49350,94.09835119127284,specialized
Industrial Machinery Maintenance,23,41525.71428571428,94.10438693864269,specialized
Management Industry Knowledge,23,39301.333333333336,94.110422686012555,specialized
"Mechanical, Electrical, and Plumbing (MEP) Design",23,94540,94.1164584333824,specialized
Medical Technology,23,42445.444444444445,94.12249418075227,specialized
Microstrategy,23,44875,94.12852992812212,specialized
Plasma Cutter,23,34471.15789473684,94.13456567549198,specialized
Process Testing,23,46574.77142857143,94.14060142286183,specialized
Proteins,23,38365,94.1466371702317,specialized
Rapid Prototyping,23,88944,94.15267291760155,specialized
Reverse Logistics,23,33560,94.15870866497141,specialized
Rockwell Automation,23,65200,94.16474441234126,specialized
Simple Network Management Protocol (SNMP),23,54520,94.17078015971113,specialized
SNMP,23,54520,94.17681590708098,specialized
SSL,23,80666.66666666667,94.18285165445084,specialized
Supplier Development,23,45784,94.1888874018207,specialized
Vulnerability analysis,23,65000,94.19492314919056,specialized
Waterproofing,23,41286.53333333333,94.20095889656041,specialized
Workflow Management,23,65000,94.20699464393027,specialized
Air Traffic Management,22,59748.08,94.21276796750143,specialized
Architectural Engineering,22,67617.4909090909,94.21854129107261,specialized
Budget Analysis,22,61273,94.22431461464377,specialized
Cathodic Protection Systems,22,37000,94.23008793821494,specialized
CentOS,22,51000,94.23586126178611,specialized
Cold Calling,22,38357.142857142855,94.241634585357275,specialized
Commercial Plumbing,22,36138.5,94.24740790892845,specialized
CPT Coding,22,47250,94.25318123249961,specialized
Electrical System Maintenance,22,42006.333333333336,94.25895455607078,specialized
Electronic Key Management System,22,61414.444444444445,94.26472787964195,specialized
Employee Coaching,22,36164,94.27050120321312,specialized
Environmental Control Systems,22,33315.6,94.27627452678429,specialized
FDA Regulations,22,46122.26666666666,94.28204785035545,specialized
Feasibility Studies,22,65519.75,94.28782117392662,specialized
Financial Acumen,22,94000,94.29359449749779,specialized
Food Processing Equipment,22,31000,94.29936782106896,specialized
Food Science,22,46586.666666666664,94.30514114464013,specialized
Healthcare Management,22,100659.55555555556,94.3109144682113,specialized
Industrial Construction,22,42651,94.31668779178246,specialized
Knot Tying,22,NaN,94.32246111535363,specialized
Legal Research,22,66964.28571428571,94.3282344389248,specialized
Navigation Equipment,22,71385.6,94.33400776249597,specialized
Pipe Cutters,22,35637.76,94.33978108606713,specialized
Procedure Establishment,22,70609.4,94.3455544096383,specialized
Rehabilitation Services,22,41193.21818181818,94.35132773320947,specialized
Restaurant Industry Knowledge,22,17139.2,94.35710105678064,specialized
Safety Audit,22,58946.666666666664,94.36287438035181,specialized
Sales Channels,22,38872,94.36864770392297,specialized
Shipping Management / Coordination,22,23410,94.37442102749414,specialized
Space Management,22,41750,94.38019435106531,specialized
Space Planning,22,48080,94.38596767463648,specialized
Spectrum Analyzer,22,43368,94.39174099820765,specialized
Urban Planning,22,74431.06875,94.39751432177881,specialized
User Acceptance Testing (UAT),22,46325,94.40328764534998,specialized
Water Closets,22,39072.61538461538,94.40906096892115,specialized
Water Heater Installation,22,32521.27142857143,94.41483429249232,specialized
Web Site Design,22,34292.6,94.42060761606349,specialized
Account Information Maintenance,21,34286.666666666664,94.42611851583597,specialized
Advanced Cardiac Life Support (ACLS),21,59095.333333333336,94.43162941560844,specialized
Altium,21,61200,94.43714031538092,specialized
Application Programming Interface (API),21,93250,94.4426512151534,specialized
Articulating Value Propositions,21,48000,94.44816211492588,specialized
AWS Elastic Compute Cloud (EC2),21,80000,94.45367301469835,specialized
AWS Simple Storage Service (S3),21,NaN,94.45918391447084,specialized
Barcode Scanning,21,44566.833333333336,94.46469481424332,specialized
Chemical Reactions,21,38937.193333333336,94.47020571401579,specialized
Clustering,21,NaN,94.47571661378826,specialized
Community Management,21,39370,94.48122751356075,specialized
Creative Design,21,NaN,94.48673841333323,specialized
CSS,21,85000,94.4922493131057,specialized
Current Meters,21,36064,94.49776021287819,specialized
Curriculum Development,21,62333.333333333336,94.50327111265067,specialized
Data Migration,21,86000,94.50878201242314,specialized
Digital Circuit Design,21,44183,94.51429291219561,specialized
Electronic Funds Transfer (EFT),21,19643.52,94.5198038119681,specialized
Electronic Health Records,21,45500,94.52531471174058,specialized
Equipment Replacement,21,57229.24444444444,94.53082561151305,specialized
Facility Layout,21,35400,94.53633651128554,specialized
Fine Arts,21,35048,94.54184741105801,specialized
Indexing,21,48158.857142857145,94.54735831083049,specialized
Integrated Supply Chain (ISC),21,40000,94.55286921060298,specialized
Intergraph,21,84497.8125,94.55838011037545,specialized
Inventory Control Assistance,21,24880,94.56389101014793,specialized
Joists,21,36309.51111111111,94.5694019099204,specialized
Labor Relations,21,69954.5,94.57491280969289,specialized
Light Electrical Work,21,29725,94.58042370946536,specialized
Materials Science,21,73254.66666666667,94.58593460923784,specialized
McAfee,21,58853.54285714286,94.59144550901033,specialized
Medical Records,21,30032,94.5969564087828,specialized
Nagios,21,61221,94.60246730855528,specialized
Network Concepts and Terminology,21,85564,94.60797820832775,specialized
Plan of Action and Milestone,21,63000,94.61348910810024,specialized
Property Accounting,21,43116.42857142857,94.61900000787271,specialized
Recovery Units,21,33666.666666666664,94.62451090764519,specialized
Revenue Recognition,21,55600,94.63002180741768,specialized
Road Construction,21,38947.62142857143,94.63553270719015,specialized
RS-232 / RS-485,21,53666.666666666664,94.64104360696263,specialized
Sales Training,21,113500,94.6465545067351,specialized
Scrum Master,21,69808,94.65206540650759,specialized
Shipping Procedures,21,41257,94.65757630628006,specialized
Soap-Ui,21,64066.666666666664,94.66308720605254,specialized
Source Selection,21,86000,94.66859810582503,specialized
TrackWise,21,NaN,94.6741090055975,specialized
Ultrasound,21,84828.625,94.67961990536998,specialized
Warehouse Management,21,35381.51111111111,94.68513080514246,specialized
Wire Terminations,21,44436.36363636364,94.69064170491494,specialized
Abrasions,20,46711.55,94.69589018088872,specialized
Alzheimer's Disease knowledge,20,36880,94.70113865686251,specialized
Autonomous Systems,20,66720,94.7063871328363,specialized
Aviation Electronics,20,75567,94.7116356088101,specialized
Bitbucket,20,75280,94.71688408478389,specialized
Cassandra,20,NaN,94.72213256075767,specialized
Cell Culturing,20,44552,94.72738103673146,specialized
Chemical Injection Systems,20,36443.63636363636,94.73262951270524,specialized
Chromatography,20,20800,94.73787798867903,specialized
Co-branding,20,24000,94.74312646465283,specialized
Computer Repair,20,34061.6,94.74837494062662,specialized
Crisis Management,20,74136.075,94.7536234166004,specialized
Data Mining,20,61862.1,94.75887189257419,specialized
Data Modeling,20,81926.25,94.76412036854798,specialized
Demand Analysis,20,49333.1875,94.76936884452178,specialized
Digital Audio,20,50250,94.77461732049557,specialized
Directional Drilling,20,39352,94.77986579646935,specialized
EIGRP,20,54732.26666666667,94.78511427244314,specialized
Enhanced Interior Gateway Routing Protocol (EIGRP),20,54732.26666666667,94.79036274841692,specialized
Financial Transactions,20,59347.94,94.79561122439071,specialized
G-Code,20,30880,94.80085970036451,specialized
Hyper-V,20,79206,94.8061081763383,specialized
Inventory Reconciliation,20,53627.5,94.81135665231209,specialized
Lighting Design,20,78777.77777777778,94.81660512828587,specialized
Malware Engineering,20,103800,94.82185360425966,specialized
Materials Management Information System,20,36600,94.82710208023346,specialized
NIST Cybersecurity Framework,20,94000,94.83235055620725,specialized
Passenger Vans,20,26805.333333333332,94.83759903218103,specialized
Prepare Compounds and Reagents,20,35036.44,94.84284750815482,specialized
Prevention of Criminal Activity,20,31113.945454545454,94.8480959841286,specialized
Pricing,20,83732.18181818182,94.85334446010239,specialized
Product Marketing,20,NaN,94.85859293607619,specialized
Program Evaluation,20,64801.2875,94.86384141204998,specialized
Rebar,20,31080,94.86908988802377,specialized
Revenue Projections,20,57794.85,94.87433836399755,specialized
S-Plus,20,88125,94.87958683997134,specialized
Sales Trend Analysis,20,49959.75,94.88483531594514,specialized
Statistical Methods,20,62997.75,94.89008379191893,specialized
Supplier Performance Monitoring,20,46490.90909090909,94.89533226789271,specialized
TACACS,20,116700,94.9005807438665,specialized
Technical Positions,20,47000,94.90582921984029,specialized
Transportation Management,20,41648.63636363636,94.91107769581407,specialized
Vaccines,20,51386.25,94.91632617178787,specialized
Water Testing,20,36929.01818181818,94.92157464776166,specialized
Accident Reporting,19,45696,94.92656069993676,specialized
Apache Hive,19,84333.33333333333,94.93154675211186,specialized
AS/400,19,39520,94.93653280428695,specialized
Bank Secrecy Act (BSA),19,61280,94.94151885646205,specialized
Biochemistry,19,67360,94.94650490863715,specialized
Capital Markets,19,77700,94.95149096081225,specialized
Color Editing,19,24651.428571428572,94.95647701298735,specialized
Color Matching,19,26500,94.96146306516245,specialized
Commercial Carpentry,19,40842.28,94.96644911733755,specialized
Concrete Forming,19,31374.052631578947,94.97143516951266,specialized
Connected Home,19,29535,94.97642122168776,specialized
Contractor Industry Knowledge,19,32600,94.98140727386286,specialized
Customer Experience Improvement,19,39000,94.98639332603796,specialized
Dial Calipers,19,59963.26666666666,94.99137937821305,specialized
Drupal,19,64429.8125,94.99636543038815,specialized
E-sourcing,19,54000,95.00135148256325,specialized
Equipment Calibration,19,38866.666666666664,95.00633753473835,specialized
Esri Software,19,45886.3,95.01132358691345,specialized
Failover,19,NaN,95.01630963908855,specialized
Food Processing Industry Knowledge,19,48511.2,95.02129569126365,specialized
Good Clinical Practices (GCP),19,51000,95.02628174343874,specialized
Google Apps,19,34575,95.03126779561384,specialized
Group Purchasing Organization,19,44428.57142857143,95.03625384778894,specialized
Highway Capacity Software,19,63312.029411764706,95.04123989996405,specialized
Hiring and Firing,19,71400,95.04622595213915,specialized
IBM Rational,19,37626.77777777778,95.05121200431425,specialized
Internal Procurement,19,62671.09090909091,95.05619805648935,specialized
Internet Protocol Version 6 (IPv6),19,116700,95.06118410866445,specialized
Logistics Processes,19,47333.333333333336,95.06617016083955,specialized
Medicare/Medicaid Knowledge,19,44698.23333333334,95.07115621301465,specialized
Microelectronics,19,37440,95.07614226518974,specialized
Minitab,19,68000,95.08112831736484,specialized
NIST SP 800-53,19,60000,95.08611436953994,specialized
OpenStack,19,53000,95.09110042171504,specialized
OS X,19,40000,95.09608647389014,specialized
Product Assortment,19,34333.333333333336,95.10107252606524,specialized
Product Research,19,53644.71428571428,95.10605857824034,specialized
Radio Frequency (RF) Engineering,19,56670,95.11104463041545,specialized
Real Time Streaming Protocol,19,NaN,95.11603068259055,specialized
Secure Shell,19,65254,95.12101673476565,specialized
Technical Demonstrations,19,NaN,95.12600278694075,specialized
Vaccination,19,41030.01052631579,95.13098883911584,specialized
Vernier Calipers,19,51318.13333333333,95.13597489129094,specialized
Vimeo,19,28180,95.14096094346604,specialized
Windchill PLM Software,19,NaN,95.14594699564114,specialized
Wiring Replacement,19,57465.15,95.15093304781624,specialized
Air Hammers,18,39601.6,95.15565667619265,specialized
Apigee,18,NaN,95.16038030456906,specialized
AWS CloudFormation,18,23400,95.16510393294547,specialized
Bloodborne Pathogens,18,28032.24,95.16982756132188,specialized
Brake Lathes,18,86320,95.17455118969829,specialized
Change Management Process,18,78333.33333333333,95.1792748180747,specialized
Cisco Routers,18,65166.666666666664,95.18399844645111,specialized
Cloud architecture,18,75000,95.18872207482752,specialized
Community Health,18,35754.291666666664,95.19344570320393,specialized
Community Relations,18,41069.11111111111,95.19816933158035,specialized
Computer Network Defense,18,69000,95.20289295995676,specialized
Construction Design,18,58000,95.20761658833317,specialized
CorelDRAW,18,37666.666666666664,95.21234021670958,specialized
Data Structures,18,78500,95.21706384508599,specialized
Data Transformation,18,91500,95.2217874734624,specialized
Digital Communications,18,52628.8,95.22651110183881,specialized
Electrical Power Generation,18,29120,95.23123473021522,specialized
"Engineering, Procurement, and Construction Management",18,112771.75,95.23595835859162,specialized
Environmental Management Systems,18,56070,95.24068198696803,specialized
Facility Repair,18,50062.666666666664,95.24540561534444,specialized
Federal Aviation Administration Regulations,18,36469.7,95.25012924372085,specialized
Fire Trucks,18,44701.51111111111,95.25485287209726,specialized
Focus groups,18,64645.25,95.25957650047367,specialized
Healthcare Information,18,63503,95.26430012885008,specialized
Hepatitis B,18,43509.2,95.26902375722649,specialized
HVAC Design,18,62066.666666666664,95.2737473856029,specialized
ICL VME,18,55833.333333333336,95.27847101397931,specialized
Impact Assessment,18,85000,95.28319464235572,specialized
Instrument Sales,18,41720,95.28791827073213,specialized
ISO 27001,18,57000,95.29264189910855,specialized
Laser Rangefinders,18,NaN,95.29736552748496,specialized
Lawn Mowing,18,30891.666666666668,95.30208915586137,specialized
Life Cycle Cost Analysis,18,63098.666666666664,95.30681278423778,specialized
Load Calculations,18,48000,95.31153641261419,specialized
Logic Analyzers,18,108648.96,95.3162600409906,specialized
Manufacturing Execution System,18,NaN,95.32098366936701,specialized
Materials Development,18,43685.375,95.32570729774342,specialized
NetSuite,18,62200,95.33043092611983,specialized
Nuclear Safety,18,36820.6,95.33515455449624,specialized
Operational Qualification (OQ),18,39000,95.33987818287265,specialized
Penetration Testing,18,57000,95.34460181124906,specialized
Pharmaceutical Industry Knowledge,18,63000,95.34932543962547,specialized
PR Tools,18,43000,95.35404906800188,specialized
Practice Management Software,18,27000,95.3587726963783,specialized
Process Verification,18,41655,95.3634963247547,specialized
Product Distribution,18,34035.555555555555,95.3682199531311,specialized
Prototype Fabrication,18,60493.33333333333,95.37294358150751,specialized
Radio Frequency Identification (RFID),18,49099.555555555555,95.37766720988392,specialized
Reliability analysis,18,NaN,95.38239083826033,specialized
Remote Sensing,18,52000,95.38711446663675,specialized
Safe Driving Practices,18,39731.125,95.39183809501316,specialized
SAP BusinessObjects,18,64863.333333333336,95.39656172338957,specialized
Servant Leadership,18,44745.454545454544,95.40128535176598,specialized
Site Assessments,18,60646,95.40600898014239,specialized
Solar Energy,18,32290.285714285714,95.4107326085188,specialized
